Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Envigado,Residencial,4,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Envigado,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Envigado,Residencial,5,Acueducto,10185.22,4154.52,4154.52,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Envigado,Residencial,5,Alcantarillado,5597.78,3506.45,3506.45,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Envigado,Residencial,6,Acueducto,10617.32,4330.77,4330.77,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Envigado,Residencial,6,Alcantarillado,5881.21,3683.99,3683.99,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3776.84,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,3273.26,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,2885.05,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2517.89,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,1,Acueducto,1851.86,755.37,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,1,Alcantarillado,1062.87,665.78,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,2,Acueducto,3703.72,1510.73,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,3,Acueducto,5246.93,2140.21,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,3,Alcantarillado,3011.47,1886.38,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,4,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,5,Acueducto,9259.29,3776.84,3776.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,6,Acueducto,9876.58,4028.62,4028.62,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Comercial,Comercial,Acueducto,9876.58,0.00,0.00,4028.62,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Industrial,Industrial,Acueducto,8642.00,0.00,0.00,3525.05,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2885.05,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2517.89,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,1,Acueducto,3395.07,1384.84,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,1,Alcantarillado,1948.60,1220.60,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,2,Acueducto,4012.36,1636.63,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,2,Alcantarillado,2302.89,1442.53,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,3,Acueducto,5864.22,2392.00,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,3,Alcantarillado,3365.76,2108.31,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,4,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,5,Acueducto,9259.29,3776.84,3776.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,6,Acueducto,9876.58,4028.62,4028.62,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Itaguí,Residencial,6,Alcantarillado,5668.64,3550.83,3550.83,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3902.73,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,3439.87,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Industrial,Industrial,Acueducto,8642.00,0.00,0.00,3525.05,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Industrial,Industrial,Alcantarillado,4960.06,0.00,0.00,3106.98,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2517.89,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,1,Acueducto,3086.43,1258.95,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,1,Alcantarillado,1771.45,1109.64,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,2,Acueducto,3703.72,1510.73,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,3,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,3,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,4,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,5,Acueducto,9259.29,3776.84,3776.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,6,Acueducto,9876.58,4028.62,4028.62,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
La Estrella,Residencial,6,Alcantarillado,5668.64,3550.83,3550.83,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3776.84,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,3273.26,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2885.05,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2517.89,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,1,Acueducto,2469.14,1007.16,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,1,Alcantarillado,1417.16,887.71,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,2,Acueducto,3703.72,1510.73,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,3,Acueducto,5401.25,2203.15,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,3,Alcantarillado,3100.04,1941.86,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,4,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,5,Acueducto,9259.29,3776.84,3776.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,6,Acueducto,9876.58,4028.62,4028.62,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Medellín,Residencial,6,Alcantarillado,5668.64,3550.83,3550.83,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3902.73,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,3439.87,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Industrial,Industrial,Acueducto,8870.40,0.00,0.00,3618.21,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Industrial,Industrial,Alcantarillado,5151.38,0.00,0.00,3226.82,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2517.89,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,1,Acueducto,1851.86,755.37,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,1,Alcantarillado,1062.87,665.78,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,2,Acueducto,3703.72,1510.73,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,3,Acueducto,5987.67,2442.35,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,3,Alcantarillado,3330.33,2086.11,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,4,Acueducto,6172.86,2517.89,2517.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,5,Acueducto,9259.29,3776.84,3776.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,6,Acueducto,9876.58,4028.62,4028.62,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Sabaneta,Residencial,6,Alcantarillado,5668.64,3550.83,3550.83,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Girardota,Residencial,6,Alcantarillado,5668.64,3550.83,3550.83,0.00,11593.62,9937.39,18218.55,19874.78,2019,Marzo
Todos,Todos,Todos,Acueducto,0.00,0.00,0.00,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,2922.71,0.00,0.00,0.00,0.00,2019,Abril
Barbosa,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,1914.96,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,2922.71,0.00,0.00,0.00,0.00,2019,Abril
Barbosa,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,1914.96,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,1948.47,0.00,0.00,0.00,0.00,2019,Abril
Barbosa,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1276.64,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,1,Acueducto,4321.00,1363.93,1948.47,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,1,Alcantarillado,2657.18,957.48,1191.33,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,2,Acueducto,4938.29,1558.78,1948.47,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,2,Alcantarillado,2834.32,1021.31,1191.33,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,3,Acueducto,6172.86,1948.47,1948.47,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,3,Alcantarillado,3542.90,1276.64,1276.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,4,Acueducto,6172.86,1948.47,1948.47,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,4,Alcantarillado,3542.90,1276.64,1276.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,5,Acueducto,9259.29,2922.71,2922.71,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,5,Alcantarillado,5314.35,1914.96,1914.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,6,Acueducto,9876.58,3117.55,3117.55,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Barbosa,Residencial,6,Alcantarillado,5668.64,2042.62,2042.62,0.00,0.00,0.00,0.00,0.00,2019,Abril
Bello,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3903.04,0.00,0.00,0.00,0.00,2019,Abril
Bello,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,3439.87,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Industrial,Industrial,Acueducto,9259.29,0.00,0.00,3777.14,0.00,0.00,0.00,0.00,2019,Abril
Bello,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2518.09,0.00,0.00,0.00,0.00,2019,Abril
Bello,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,1,Acueducto,2469.14,1007.24,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,1,Alcantarillado,1062.87,665.78,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,2,Acueducto,3703.72,1510.85,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,3,Acueducto,6172.86,2518.09,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,3,Alcantarillado,3188.61,1997.34,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,4,Acueducto,6172.86,2518.09,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,5,Acueducto,11111.15,4532.56,4532.56,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,5,Alcantarillado,6377.22,3994.69,3994.69,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,6,Acueducto,11111.15,4532.56,4532.56,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Bello,Residencial,6,Alcantarillado,6377.22,3994.69,3994.69,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,2802.95,0.00,0.00,0.00,0.00,2019,Abril
Caldas,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,1562.45,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,2429.22,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,1354.12,0.00,0.00,0.00,0.00,2019,Abril
Caldas,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,1868.63,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,1041.63,0.00,0.00,0.00,0.00,2019,Abril
Caldas,Residencial,1,Acueducto,3333.34,1009.06,1868.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,1,Alcantarillado,2905.18,854.14,1041.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,2,Acueducto,5246.93,1588.34,1868.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,2,Alcantarillado,3046.89,895.80,1041.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,3,Acueducto,6172.86,1868.63,1868.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,3,Alcantarillado,3401.18,989.55,1041.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,4,Acueducto,6172.86,1868.63,1868.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,4,Alcantarillado,3542.90,1041.63,1041.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,5,Acueducto,9259.29,2802.95,2802.95,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,5,Alcantarillado,5314.35,1562.45,1562.45,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,6,Acueducto,9876.58,2989.81,2989.81,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Caldas,Residencial,6,Alcantarillado,5668.64,1666.61,1666.61,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,4187.58,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,4187.58,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2885.05,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2518.09,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,1,Acueducto,3086.43,1259.05,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,1,Alcantarillado,1771.45,1109.64,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,2,Acueducto,3827.17,1561.22,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,3,Acueducto,6172.86,2518.09,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,3,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,4,Acueducto,6172.86,2518.09,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,5,Acueducto,10061.76,4104.49,4104.49,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,6,Acueducto,11913.62,4859.91,4859.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Copacabana,Residencial,6,Alcantarillado,6270.93,3928.11,3928.11,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Comercial,Comercial,Acueducto,9567.93,0.00,0.00,3903.04,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Comercial,Comercial,Alcantarillado,5491.50,0.00,0.00,3439.87,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Industrial,Industrial,Acueducto,9567.93,0.00,0.00,3903.04,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Industrial,Industrial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2518.09,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,1,Acueducto,1851.86,755.43,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,1,Alcantarillado,1062.87,665.78,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,2,Acueducto,3703.72,1510.85,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,3,Acueducto,5864.22,2392.19,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,3,Alcantarillado,3294.90,2063.92,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,4,Acueducto,6172.86,2518.09,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,5,Acueducto,10185.22,4154.85,4154.85,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,5,Alcantarillado,5597.78,3506.45,3506.45,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,6,Acueducto,10617.32,4331.11,4331.11,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Envigado,Residencial,6,Alcantarillado,5881.21,3683.99,3683.99,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Comercial,Comercial,Acueducto,9259.29,0.00,0.00,3777.14,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Industrial,Industrial,Acueducto,8024.72,0.00,0.00,3273.52,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Industrial,Industrial,Alcantarillado,4605.77,0.00,0.00,2885.05,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,6172.86,0.00,0.00,2518.09,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3542.90,0.00,0.00,2219.27,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,1,Acueducto,1851.86,755.43,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,1,Alcantarillado,1062.87,665.78,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,2,Acueducto,3703.72,1510.85,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,2,Alcantarillado,2125.74,1331.56,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,3,Acueducto,5246.93,2140.38,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,3,Alcantarillado,3011.47,1886.38,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,4,Acueducto,6172.86,2518.09,2518.09,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,4,Alcantarillado,3542.90,2219.27,2219.27,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,5,Acueducto,9259.29,3777.14,3777.14,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,5,Alcantarillado,5314.35,3328.91,3328.91,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Girardota,Residencial,6,Acueducto,9876.58,4028.94,4028.94,0.00,11593.62,9937.39,18218.55,19874.78,2019,Abril
Itaguí,Comercial,Comercial,Acueducto,9876.58,0.00,0.00,4028.94,11593.62,9937.39,18218.55,19874.78,2019,Abril
Itaguí,Comercial,Comercial,Alcantarillado,5314.35,0.00,0.00,3328.91,11593.62,9937.39,18218.55,19874.78,2019,Abril
