Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Copacabana,Comercial,,Alcantarillado,6886.44,0.00,0.00,2640.98,10935.89,9374.13,17186.50,18748.25,2018,Abril
Girardota,Residencial,1,Acueducto,2566.91,614.08,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Girardota,Residencial,1,Alcantarillado,1377.29,528.20,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Copacabana,Residencial,5,Alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Barbosa,Residencial,4,Alcantarillado,4590.96,1019.34,1019.34,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Envigado,Residencial,1,alcantarillado,1377.29,528.20,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Girardota,Residencial,4,acueducto,8556.37,2046.93,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Itaguí,Residencial,4,acueducto,8556.37,2046.93,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Caldas,Residencial,6,Acueducto,13690.19,2462.97,2462.97,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Caldas,Industrial,Industrial,acueducto,11123.28,0.00,0.00,1956.17,10326.62,8851.87,16229.00,17703.74,2018,Abril
Envigado,Residencial,5,alcantarillado,7265.58,2781.84,2781.84,0.00,0.00,0.00,0.00,0.00,2018,Enero
Envigado,Residencial,6,alcantarillado,7620.99,2922.69,2922.69,0.00,0.00,0.00,0.00,0.00,2018,Abril
Caldas,Residencial,6,alcantarillado,7345.54,1133.53,1133.53,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Girardota,Residencial,5,alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Copacabana,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,2640.98,0.00,0.00,0.00,0.00,2018,Enero
Bello,Residencial,6,alcantarillado,8263.73,3169.18,3169.18,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Copacabana,Residencial,2,alcantarillado,2754.58,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Abril
Medellín,Comercial,Comercial,acueducto,12834.56,0.00,0.00,2660.55,10326.62,8851.87,16229.00,17703.74,2018,Abril
Sabaneta,Industrial,,Alcantarillado,6675.26,0.00,0.00,2559.99,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Industrial,,Alcantarillado,5968.25,0.00,0.00,2288.85,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Barbosa,Residencial,4,alcantarillado,4598.47,949.19,949.19,0.00,0.00,0.00,0.00,0.00,2018,Enero
Girardota,Residencial,3,acueducto,7272.91,1739.89,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Envigado,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2640.98,10935.89,9374.13,17186.50,18748.25,2018,Enero
Girardota,Residencial,1,alcantarillado,1377.29,528.20,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
La Estrella,Industrial,Industrial,acueducto,11978.92,0.00,0.00,2483.18,10326.62,8851.87,16229.00,17703.74,2018,Abril
Barbosa,Residencial,6,acueducto,13705.46,2094.32,2094.32,0.00,10935.89,8851.87,16229.00,17703.74,2018,Enero
Barbosa,Residencial,4,Acueducto,8556.37,1404.27,1404.27,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Itaguí,Industrial,,Acueducto,11978.92,0.00,0.00,2865.70,10935.89,9374.13,17186.50,18748.25,2018,Abril
Girardota,Residencial,3,Alcantarillado,3902.32,1496.56,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Barbosa,Comercial,Comercial,alcantarillado,6886.44,0.00,0.00,1427.90,0.00,0.00,0.00,0.00,2018,Abril
La Estrella,Residencial,5,acueducto,12834.56,3070.39,3070.39,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Sabaneta,Comercial,,Alcantarillado,7115.99,0.00,0.00,2729.02,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Bello,Industrial,,acueducto,6886.44,0.00,0.00,2640.98,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Sabaneta,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10935.89,8851.87,16229.00,17703.74,2018,Enero
Caldas,Comercial,Comercial,acueducto,12834.56,0.00,0.00,2257.12,10326.62,8851.87,16229.00,17703.74,2018,Abril
Barbosa,Industrial,,Alcantarillado,6886.44,0.00,0.00,1529.01,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Copacabana,Residencial,2,Alcantarillado,2754.58,1056.39,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Caldas,Residencial,4,Acueducto,8556.37,1539.36,1539.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Sabaneta,Residencial,6,Acueducto,13690.19,3275.08,3275.08,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Envigado,Comercial,Comercial,acueducto,13262.37,0.00,0.00,2696.03,10326.62,8851.87,16229.00,17703.74,2018,Abril
Sabaneta,Residencial,6,alcantarillado,8126.00,3116.36,3116.36,0.00,0.00,0.00,0.00,0.00,2018,Abril
Caldas,Residencial,5,Alcantarillado,6886.44,1062.68,1062.68,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Girardota,Oficial y Exenta,Oficial y Exenta,acueducto,8556.37,0.00,0.00,1773.70,10326.62,8851.87,16229.00,17703.74,2018,Abril
Sabaneta,Industrial,Industrial,acueducto,11123.28,0.00,0.00,2548.81,10326.62,8851.87,16229.00,17703.74,2018,Abril
Medellín,Oficial y Exenta,Oficial y Exenta,alcantarillado,4590.96,0.00,0.00,1760.66,10935.89,9374.13,17186.50,18748.25,2018,Enero
Estrella,Residencial,3,alcantarillado,4598.47,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Envigado,Industrial,,Acueducto,11978.92,0.00,0.00,2865.70,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Bello,Residencial,5,acueducto,15401.47,3684.47,3684.47,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Estrella,Residencial,4,alcantarillado,4598.47,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Medellín,Residencial,4,Alcantarillado,4590.96,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Residencial,5,alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Sabaneta,Residencial,4,alcantarillado,4590.96,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Abril
Sabaneta,Residencial,6,alcantarillado,7357.55,2817.05,2817.05,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Caldas,Residencial,6,acueducto,13690.19,2462.97,2462.97,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Bello,Residencial,1,alcantarillado,1377.29,528.20,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Barbosa,Comercial,Comercial,acueducto,12848.87,0.00,0.00,1963.42,10935.89,8851.87,16229.00,17703.74,2018,Enero
Copacabana,Comercial,,acueducto,6886.44,0.00,0.00,2640.98,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Bello,Residencial,5,alcantarillado,8277.24,3169.18,3169.18,0.00,0.00,0.00,0.00,0.00,2018,Enero
Medellín,Residencial,1,alcantarillado,1836.38,704.26,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Marzo
Sabaneta,Residencial,4,Alcantarillado,4590.96,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Barbosa,Residencial,6,acueducto,13690.19,2246.83,2246.83,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Medellín,Residencial,4,alcantarillado,4590.96,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Abril
Itaguí,Residencial,4,Alcantarillado,4590.96,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Itaguí,Residencial,5,Alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Girardota,Residencial,2,alcantarillado,2754.58,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Abril
Caldas,Comercial,,Alcantarillado,6886.44,0.00,0.00,1062.68,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Caldas,Residencial,4,Alcantarillado,4590.96,708.46,708.46,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Medellín,Comercial,Comercial,acueducto,12834.56,0.00,0.00,2579.66,10326.62,8851.87,16229.00,17703.74,2018,Febrero
Envigado,Oficial y Exenta,,acueducto,4590.96,0.00,0.00,1760.66,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Copacabana,Residencial,1,Acueducto,4278.19,1023.46,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Itaguí,Residencial,3,Acueducto,8128.55,1944.58,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Industrial,Industrial,acueducto,11123.28,0.00,0.00,2235.70,10326.62,8851.87,16229.00,17703.74,2018,Febrero
Sabaneta,Comercial,,alcantarillado,13262.37,0.00,0.00,3172.73,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Barbosa,Residencial,5,alcantarillado,6897.70,1423.79,1423.79,0.00,0.00,0.00,0.00,0.00,2018,Enero
Estrella,Oficial y Exenta,,acueducto,8565.91,0.00,0.00,1775.61,10935.89,9374.13,17186.50,18748.25,2018,Enero
La Estrella,Oficial y Exenta,Oficial y Exenta,acueducto,8556.37,0.00,0.00,1773.70,10326.62,8851.87,16229.00,17703.74,2018,Abril
La Estrella,Comercial,,Alcantarillado,7115.99,0.00,0.00,2729.02,10935.89,9374.13,17186.50,18748.25,2018,Abril
Medellín,Residencial,6,alcantarillado,7345.54,2817.05,2817.05,0.00,0.00,0.00,0.00,0.00,2018,Febrero
Medellín,Industrial,Industrial,acueducto,11123.28,0.00,0.00,2308.30,10935.89,8851.87,16229.00,17703.74,2018,Enero
Envigado,Comercial,,Acueducto,13262.37,0.00,0.00,3172.73,10935.89,9374.13,17186.50,18748.25,2018,Abril
Envigado,Residencial,6,acueducto,14716.96,3520.71,3520.71,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Bello,Oficial y Exenta,Oficial y Exenta,alcantarillado,4590.96,0.00,0.00,1755.23,0.00,0.00,0.00,0.00,2018,Abril
Estrella,Residencial,6,alcantarillado,7345.54,2817.05,2817.05,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Sabaneta,Residencial,5,alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Envigado,Residencial,1,Acueducto,2566.91,614.08,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Barbosa,Residencial,5,acueducto,12848.87,1963.42,1963.42,0.00,10935.89,8851.87,16229.00,17703.74,2018,Enero
Girardota,Residencial,5,alcantarillado,6897.70,2640.98,2640.98,0.00,0.00,0.00,0.00,0.00,2018,Enero
Envigado,Residencial,1,Alcantarillado,1377.29,528.20,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Sabaneta,Residencial,3,Acueducto,8299.68,1985.52,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Itaguí,Industrial,Industrial,alcantarillado,5968.25,0.00,0.00,2281.79,0.00,0.00,0.00,0.00,2018,Abril
Girardota,Residencial,6,Alcantarillado,7345.54,2817.05,2817.05,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Estrella,Oficial y Exenta,,acueducto,4590.96,0.00,0.00,1760.66,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Copacabana,Residencial,5,Acueducto,13946.88,3336.49,3336.49,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Medellín,Residencial,3,Alcantarillado,4017.09,1540.57,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Barbosa,Residencial,4,alcantarillado,4590.96,1019.34,1019.34,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Envigado,Residencial,1,acueducto,2569.77,532.68,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2018,Enero
Bello,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10935.89,8851.87,16229.00,17703.74,2018,Enero
Bello,Residencial,3,Alcantarillado,4131.86,1584.59,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Sabaneta,Comercial,Comercial,acueducto,12834.56,0.00,0.00,2749.24,10326.62,8851.87,16229.00,17703.74,2018,Abril
Caldas,Industrial,,alcantarillado,11123.28,0.00,0.00,2001.16,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Medellín,Comercial,Comercial,alcantarillado,6886.44,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2018,Abril
Estrella,Residencial,1,acueducto,4278.19,1023.46,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Envigado,Oficial y Exenta,,Acueducto,8556.37,0.00,0.00,2046.93,10935.89,9374.13,17186.50,18748.25,2018,Abril
Copacabana,Comercial,,alcantarillado,12834.56,0.00,0.00,3404.04,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Envigado,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,2213.07,0.00,0.00,0.00,0.00,2018,Enero
Copacabana,Residencial,4,acueducto,8556.37,2046.93,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Itaguí,Residencial,3,Alcantarillado,4361.41,1672.62,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Envigado,Residencial,5,alcantarillado,7265.58,2781.84,2781.84,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Bello,Industrial,,Acueducto,12834.56,0.00,0.00,3070.39,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Girardota,Residencial,4,Alcantarillado,4590.96,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Estrella,Residencial,6,alcantarillado,7357.55,2817.05,2817.05,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Itaguí,Residencial,5,acueducto,12848.87,2663.42,2663.42,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Bello,Oficial y Exenta,,Alcantarillado,4590.96,0.00,0.00,1760.66,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Girardota,Residencial,2,alcantarillado,2759.08,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Caldas,Residencial,5,alcantarillado,6886.44,1062.68,1062.68,0.00,0.00,0.00,0.00,0.00,2018,Abril
Barbosa,Residencial,1,alcantarillado,3448.85,711.89,949.19,0.00,0.00,0.00,0.00,0.00,2018,Enero
La Estrella,Residencial,5,alcantarillado,6886.44,2640.98,2640.98,0.00,0.00,0.00,0.00,0.00,2018,Abril
Itaguí,Residencial,1,acueducto,4706.00,1125.81,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Girardota,Residencial,3,acueducto,7281.03,1509.27,1775.61,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Caldas,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,841.87,0.00,0.00,0.00,0.00,2018,Enero
Medellín,Residencial,2,alcantarillado,2754.58,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Marzo
Estrella,Comercial,,acueducto,7115.99,0.00,0.00,2729.02,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Caldas,Industrial,Industrial,acueducto,11135.69,0.00,0.00,1958.65,10935.89,8851.87,16229.00,17703.74,2018,Enero
Itaguí,Residencial,6,Acueducto,13690.19,3275.08,3275.08,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Medellín,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,2213.07,0.00,0.00,0.00,0.00,2018,Enero
Girardota,Oficial y Exenta,,Alcantarillado,4590.96,0.00,0.00,1760.66,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Residencial,6,Alcantarillado,7345.54,2817.05,2817.05,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Copacabana,Residencial,5,alcantarillado,6897.70,2640.98,2640.98,0.00,0.00,0.00,0.00,0.00,2018,Enero
Envigado,Residencial,6,Acueducto,14716.96,3520.71,3520.71,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Sabaneta,Comercial,,alcantarillado,7127.62,0.00,0.00,2729.02,10935.89,9374.13,17186.50,18748.25,2018,Enero
Barbosa,Residencial,1,Acueducto,5989.46,982.99,1404.27,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Sabaneta,Residencial,3,acueducto,8308.94,1722.35,1775.61,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Bello,Residencial,3,alcantarillado,4138.62,1584.59,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
La Estrella,Residencial,6,Acueducto,13690.19,3275.08,3275.08,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Comercial,Comercial,alcantarillado,6897.70,0.00,0.00,2553.54,0.00,0.00,0.00,0.00,2018,Enero
Girardota,Industrial,,Alcantarillado,6886.44,0.00,0.00,2640.98,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Copacabana,Residencial,1,Alcantarillado,2295.48,880.33,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Envigado,Residencial,2,alcantarillado,2754.58,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Girardota,Residencial,5,acueducto,12834.56,3070.39,3070.39,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Medellín,Residencial,5,acueducto,12834.56,3070.39,3070.39,0.00,10326.62,8851.87,16229.00,17703.74,2018,Febrero
Envigado,Residencial,5,Acueducto,14118.01,3377.43,3377.43,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Bello,Comercial,,acueducto,7115.99,0.00,0.00,2729.02,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Sabaneta,Residencial,2,acueducto,5139.55,1065.37,1775.61,0.00,10935.89,8851.87,16229.00,17703.74,2018,Enero
Caldas,Comercial,Comercial,alcantarillado,6886.44,0.00,0.00,965.04,0.00,0.00,0.00,0.00,2018,Abril
Girardota,Residencial,5,Alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Medellín,Residencial,4,alcantarillado,4590.96,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Envigado,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,10935.89,9374.13,17186.50,18748.25,2018,Enero
Medellín,Residencial,2,acueducto,5133.82,1228.16,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Febrero
La Estrella,Oficial y Exenta,,Acueducto,8556.37,0.00,0.00,2046.93,10935.89,9374.13,17186.50,18748.25,2018,Abril
Itaguí,Residencial,6,acueducto,13690.19,3275.08,3275.08,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Sabaneta,Residencial,3,acueducto,8299.68,1985.52,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
La Estrella,Residencial,5,Alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Bello,Residencial,2,alcantarillado,2759.08,1056.39,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Envigado,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Copacabana,Residencial,2,alcantarillado,2754.58,1056.39,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Bello,Oficial y Exenta,Oficial y Exenta,alcantarillado,4598.47,0.00,0.00,1760.66,0.00,0.00,0.00,0.00,2018,Enero
Barbosa,Residencial,3,Acueducto,8556.37,1404.27,1404.27,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Caldas,Residencial,1,acueducto,4620.44,831.25,1539.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Itaguí,Residencial,3,Acueducto,8128.55,1944.58,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Sabaneta,Industrial,Industrial,alcantarillado,5968.25,0.00,0.00,2552.10,0.00,0.00,0.00,0.00,2018,Abril
Girardota,Industrial,,acueducto,6886.44,0.00,0.00,2640.98,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Copacabana,Industrial,,Acueducto,11123.28,0.00,0.00,3404.04,10935.89,9374.13,17186.50,18748.25,2018,Abril
Copacabana,Residencial,4,alcantarillado,4598.47,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Caldas,Residencial,1,alcantarillado,3764.59,580.93,708.46,0.00,0.00,0.00,0.00,0.00,2018,Abril
Medellín,Residencial,1,Acueducto,3422.55,818.77,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Residencial,6,acueducto,13705.46,2840.98,2840.98,0.00,10326.62,8851.87,16229.00,17703.74,2018,Enero
Itaguí,Residencial,3,acueducto,8128.55,1944.58,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Medellín,Residencial,1,acueducto,3422.55,818.77,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Envigado,Comercial,Comercial,alcantarillado,7115.99,0.00,0.00,2632.84,0.00,0.00,0.00,0.00,2018,Abril
Envigado,Residencial,4,acueducto,8565.91,1775.61,1775.61,0.00,10326.62,8851.87,16229.00,17703.74,2018,Enero
Barbosa,Industrial,Industrial,alcantarillado,6897.70,0.00,0.00,1423.79,0.00,0.00,0.00,0.00,2018,Enero
La Estrella,Residencial,3,Alcantarillado,4590.96,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Envigado,Residencial,3,alcantarillado,4276.57,1637.41,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Caldas,Residencial,1,Acueducto,4620.44,831.25,1539.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Copacabana,Industrial,Industrial,acueducto,11135.69,0.00,0.00,2952.85,10935.89,8851.87,16229.00,17703.74,2018,Enero
Sabaneta,Residencial,1,Alcantarillado,1377.29,528.20,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Itaguí,Oficial y Exenta,,Alcantarillado,4590.96,0.00,0.00,1760.66,10935.89,9374.13,17186.50,18748.25,2018,Abril
Caldas,Residencial,6,Alcantarillado,7345.54,1133.53,1133.53,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Envigado,Residencial,4,acueducto,8556.37,2046.93,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Barbosa,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1308.95,10935.89,8851.87,16229.00,17703.74,2018,Enero
Medellín,Residencial,4,Acueducto,8556.37,2046.93,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Copacabana,Industrial,,Alcantarillado,5968.25,0.00,0.00,2288.85,10935.89,9374.13,17186.50,18748.25,2018,Abril
Caldas,Residencial,3,Acueducto,8556.37,1539.36,1539.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Barbosa,Residencial,6,Acueducto,13690.19,2246.83,2246.83,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
La Estrella,Residencial,5,Alcantarillado,6886.44,2640.98,2640.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Itaguí,Residencial,6,acueducto,13705.46,2840.98,2840.98,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Sabaneta,Comercial,Comercial,alcantarillado,7127.62,0.00,0.00,2729.02,0.00,0.00,0.00,0.00,2018,Enero
Copacabana,Industrial,Industrial,alcantarillado,5978.01,0.00,0.00,2288.85,0.00,0.00,0.00,0.00,2018,Enero
Caldas,Residencial,2,alcantarillado,3954.68,556.93,647.59,0.00,0.00,0.00,0.00,0.00,2018,Enero
Medellín,Residencial,4,acueducto,8556.37,2046.93,2046.93,0.00,10326.62,8851.87,16229.00,17703.74,2018,Abril
Estrella,Residencial,4,alcantarillado,4590.96,1760.66,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Sabaneta,Residencial,4,alcantarillado,4598.47,1760.66,1760.66,0.00,0.00,0.00,0.00,0.00,2018,Enero
Envigado,Residencial,6,alcantarillado,7620.99,2922.69,2922.69,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Bello,Residencial,2,acueducto,5133.82,1228.16,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Barbosa,Residencial,3,Alcantarillado,4590.96,1019.34,1019.34,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Residencial,1,Alcantarillado,1836.38,704.26,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Abril
Medellín,Residencial,3,Acueducto,7486.82,1791.06,2046.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Febrero
Medellín,Residencial,6,acueducto,13690.19,3275.08,3275.08,0.00,10326.62,8851.87,16229.00,17703.74,2018,Febrero
Medellín,Residencial,6,alcantarillado,7345.54,2817.05,2817.05,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
Bello,Oficial y Exenta,Oficial y Exenta,acueducto,8565.91,0.00,0.00,1775.61,10935.89,8851.87,16229.00,17703.74,2018,Enero
Girardota,Residencial,1,acueducto,2569.77,532.68,1775.61,0.00,10935.89,9374.13,17186.50,18748.25,2018,Enero
Copacabana,Residencial,1,alcantarillado,2295.48,880.33,1760.66,0.00,10935.89,9374.13,17186.50,18748.25,2018,Marzo
